input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:original_blocks,counter:selected_blocks,counter:issued_output_bytes,counter:left_metadata_bytes,counter:right_metadata_bytes,counter:raw_allocation_bytes,counter:metadata_bytes,counter:readable_suffix_bytes,counter:predicted_allocation_bytes,counter:actual_allocation_bytes,counter:body_mae_bytes,counter:wrong_byte_choice_fraction,counter:storage_regret_bytes,counter:max_storage_regret_bytes,counter:output_body_bytes
zen5,algebra/census-income/plain_plain/intersection/complete/grain1/masked25,1,5,"[201.9041543025289,207.66824925822462,203.06379821945842,201.80771513363294,203.51391691384953]",203.06379821945842,"[202.2447477791162,207.77388724157063,203.0661424279257,201.81002967409464,203.51599406598925]",203.0661424279257,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/complete/grain1/sparse17,1,5,"[149.84473103685704,150.9165535380401,150.66540811143244,152.8345070421842,154.9656371967464]",150.9165535380401,"[149.84644918070737,150.91829289236878,150.6671474689262,152.83647972398302,154.96763109475086]",150.91829289236878,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/complete/grain2/all,1,5,"[442.03038586193,448.0395397622209,441.5637912405364,442.03928548761064,443.9495264126849]",442.03928548761064,"[442.0367427469015,448.15212002143613,441.5688767544758,442.18740065120875,443.95467547256925]",442.18740065120875,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/complete/grain2/masked25,1,5,"[250.82071113977878,253.88870985063127,251.3427865508697,257.23994700459536,253.6230171519611]",253.6230171519611,"[250.8239338183531,253.89161027147443,251.59702080997474,257.24327710470334,253.6259175817093]",253.6259175817093,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/complete/grain2/sparse17,1,5,"[180.5591862549991,184.7828607568383,180.75603457356115,181.98903763034843,181.39612100760058]",181.39612100760058,"[180.56153157123853,184.97710023521012,180.75811636566257,181.99114578450659,181.39820280119991]",181.39820280119991,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/selected/grain1/all,1,5,"[642.477811328112,642.3176868883016,642.8886448897294,643.7002470493093,641.6845091040461]",642.477811328112,"[642.4861378305402,642.3250983496467,642.8960563465236,644.6372952707802,641.6919206043998]",642.4861378305402,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/selected/grain1/masked25,1,5,"[255.01140460588618,254.89000073556628,252.7595467588415,255.01177249669382,255.68758737390203]",255.01140460588618,"[255.01434773287002,254.8929438583676,252.76282099163006,255.0150835061204,255.9646089235775]",255.01434773287002,,,256.0,75.0,2400.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/selected/grain1/sparse17,1,5,"[146.75392013391829,147.32761864942444,146.90487141958468,147.20238344128433,146.92368806178217]",146.92368806178217,"[146.7560317825492,147.3295421324341,146.90656491656392,147.20428602010594,146.9255906310962]",146.9255906310962,,,256.0,16.0,512.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/selected/grain2/all,1,5,"[720.0071538067443,725.9918242205792,747.5421563619833,752.9402146144624,751.1159938685261]",747.5421563619833,"[720.0154318053454,725.999080218369,747.5497189526096,752.94890139262,751.1236586901678]",747.5497189526096,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/selected/grain2/masked25,1,5,"[284.4591796097777,285.35762644362467,286.4735165273369,286.91716447628244,287.982875348335]",286.4735165273369,"[286.1976503342769,285.36053364465,286.4768219967623,286.92046992646567,287.9869773160761]",286.4768219967623,,,256.0,75.0,2400.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/intersection/selected/grain2/sparse17,1,5,"[153.35879195226903,152.17365687604592,153.2924540654179,153.55998777986647,151.8757910357011]",153.2924540654179,"[153.3605595105098,152.90099506874608,153.29443984506113,153.56175533407588,151.8775367670725]",153.29443984506113,,,256.0,16.0,512.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/complete/grain1/all,1,5,"[359.3695774935533,372.6577339701622,375.08650341378103,364.62087376137754,374.57723702451284]",372.6577339701622,"[359.90194569105074,372.66250833730425,375.09081576837394,364.6255454706154,374.5815493718103]",372.66250833730425,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/complete/grain1/masked25,1,5,"[197.60186984317306,198.24082678613567,197.44783306569713,199.54802737177877,199.11351412222757]",198.24082678613567,"[197.6041508262188,198.24310776057754,197.72524006618704,199.55030836522928,199.11607670077692]",198.24310776057754,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/complete/grain1/sparse17,1,5,"[152.6666521340515,157.58272659890648,158.5154989754587,154.48445742697245,157.81314034106333]",157.58272659890648,"[152.66839604637642,157.89407943119048,158.61106508856113,154.48646291967168,157.815189429743]",157.815189429743,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/complete/grain2/all,1,5,"[468.4084244205121,469.7647294053611,469.6021061051859,461.35163956269656,469.22020794435247]",469.22020794435247,"[468.4138229834737,469.7701279612192,470.04745401468836,463.53505733097523,469.2249400183227]",469.2249400183227,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/complete/grain2/masked25,1,5,"[284.06425041163754,284.53706754527997,283.4497528831764,283.7108731467173,284.0980230641869]",284.06425041163754,"[284.0675041141253,284.7058896079612,283.4530066035155,284.02837728121494,284.1013179696666]",284.0675041141253,,,256.0,75.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/complete/grain2/sparse17,1,5,"[228.5814702721748,228.11513553977358,228.43470337456762,228.19421393484362,229.19164307342132]",228.43470337456762,"[228.58410622270824,228.11773893677156,228.4376322030983,228.19746818311432,229.1942790082312]",228.4376322030983,,,256.0,16.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/selected/grain1/all,1,5,"[612.1347723085361,612.4278318855512,611.1160831796966,612.2190050014615,615.3049047993692]",612.2190050014615,"[612.141791690833,612.4348512809404,611.1231025619935,612.2260244105667,616.1402123375982]",612.2260244105667,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/selected/grain1/masked25,1,5,"[249.81527137590862,251.47818630093454,252.79486904652194,252.4347018259307,252.70411262375055]",252.4347018259307,"[249.81848715239028,252.54768286167635,252.79779897420238,252.65487547436672,252.7073998739207]",252.65487547436672,,,256.0,75.0,2400.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/selected/grain1/sparse17,1,5,"[147.13637599038847,146.17005707599333,146.61014823028353,146.5760699128772,148.1135665155508]",146.61014823028353,"[147.13827852943297,146.1717296302504,146.61205076294027,146.57797244464257,148.1152808847376]",146.61205076294027,,,256.0,16.0,512.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/selected/grain2/all,1,5,"[676.4899971549399,666.245377832444,679.2367497869267,668.7342372241932,669.9288897318287]",669.9288897318287,"[677.4564331084223,669.3260642912197,679.2446193397706,668.7420119219062,669.9376125988682]",669.9376125988682,,,256.0,256.0,8192.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/selected/grain2/masked25,1,5,"[292.4068074637418,290.0779167521511,289.8056182078707,295.29095755571143,290.8148451918399]",290.8148451918399,"[292.4093500207982,290.3486159557912,289.80893990759915,295.29395119478465,290.81820791248106]",290.81820791248106,,,256.0,75.0,2400.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_plain/union/selected/grain2/sparse17,1,5,"[153.20382943181662,151.22914480314228,148.75650553626457,149.80188901493656,149.10603756615035]",149.80188901493656,"[153.2053928999111,151.51144760315609,148.75843309667727,149.8034096479156,149.10775095920343]",149.8034096479156,,,256.0,16.0,512.0,0.0,0.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/complete/grain1/all,1,5,"[8885.678073505967,8862.877059568884,8866.869455012276,8908.504435996614,8870.19011406996]",8870.19011406996,"[8937.14448648328,8862.97338378604,8866.965779652697,8924.596958098713,8870.275031455574]",8870.275031455574,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/complete/grain1/masked25,1,5,"[2795.2097483017524,2791.8737514972554,2793.5677187376286,2791.8777467033397,2796.691969636724]",2793.5677187376286,"[2800.070715264125,2791.904115069169,2793.5984817151802,2791.9081102326713,2810.118657573804]",2793.5984817151802,,,256.0,75.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/complete/grain1/sparse17,1,5,"[888.0474800043811,887.5536371714485,888.1718928522833,888.1338072871697,888.9691506916781]",888.1338072871697,"[888.0571283574777,887.5634124435161,888.1828107225333,892.1108289718508,888.978925946607]",888.1828107225333,,,256.0,16.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/complete/grain2/all,1,5,"[5839.6093100605685,5839.576059850003,5840.299251870727,5840.656691604768,5843.158769743054]",5840.299251870727,"[5839.673316630263,5847.470490310781,5840.354945864154,5840.720698440251,5843.222776578537]",5840.720698440251,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/complete/grain2/masked25,1,5,"[1917.3655473658214,1913.854763855522,1916.7021567018558,1917.4228774240155,1917.6139776134694]",1917.3655473658214,"[1917.3892983925075,1913.8755119187222,1918.868959866571,1917.4466284642801,1917.6349986468983]",1917.4466284642801,,,256.0,75.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/complete/grain2/sparse17,1,5,"[707.4890807522415,709.2940578972255,710.0771965468491,711.7511427116245,709.4596241752315]",709.4596241752315,"[707.4968004046403,709.3017775387984,710.9279837661825,712.1398679500232,709.4664296604515]",709.4664296604515,,,256.0,16.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/selected/grain1/all,1,5,"[8876.307106599053,8883.083756346892,8881.345177667112,8886.916243658041,8869.403553296432]",8881.345177667112,"[8876.404822654267,8934.0317256105,8920.362944164817,8902.356598971586,8869.501269072118]",8902.356598971586,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/selected/grain1/masked25,1,5,"[2730.772532188037,2730.1521654316757,2732.188841201662,2729.9531798652806,2734.284042139539]",2730.772532188037,"[2730.8060866330793,2730.1822083983598,2732.2223955718514,2729.9871244462456,2737.2594616469705]",2730.8060866330793,,,256.0,75.0,2400.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/selected/grain1/sparse17,1,5,"[785.842234089949,780.3615932357795,786.518691588678,782.445482866481,783.7828215402437]",783.7828215402437,"[785.850801055807,780.3711615546212,786.5272585853673,782.4540498315483,784.7304183831492]",784.7304183831492,,,256.0,16.0,512.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/selected/grain2/all,1,5,"[5982.667814114389,5983.442340789352,5982.676419960966,5978.296041307934,5979.672977628491]",5982.667814114389,"[5982.741824306894,5983.5077452514615,5982.733218545925,5978.352840033534,5979.728915692386]",5982.733218545925,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/selected/grain2/masked25,1,5,"[1901.058919359865,1899.326635894733,1900.3882704308896,1896.391528645442,1899.2017377132145]",1899.326635894733,"[1911.2753190198716,1908.8941080445268,1900.4091772489653,1896.4121639871894,1899.2223730935466]",1900.4091772489653,,,256.0,75.0,2400.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/intersection/selected/grain2/sparse17,1,5,"[629.9567216659445,632.0908845010787,628.8801731130399,629.6952483994796,628.8071409251429]",629.6952483994796,"[630.8047966493895,632.0969254321457,628.8879271324683,629.7021007868796,628.8139933151054]",629.7021007868796,,,256.0,16.0,512.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/complete/grain1/all,1,5,"[8888.137755098125,8906.556122446415,8894.897959186254,8895.829081630707,8902.895408156892]",8895.829081630707,"[8888.23469362789,8922.622448747517,8894.994898141982,8895.927296101278,8902.99362214712]",8895.927296101278,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/complete/grain1/masked25,1,5,"[2808.570281122074,2807.767068272696,2812.819277106582,2809.811244980298,2808.991967872563]",2808.991967872563,"[2808.60080325861,2807.7979921027254,2815.93012045211,2809.8377511178774,2809.022891531377]",2809.022891531377,,,256.0,75.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/complete/grain1/sparse17,1,5,"[891.686869976404,891.5299221635419,892.5596529287467,893.1096082680646,892.8875845342558]",892.5596529287467,"[891.6979711445081,891.5383437994653,893.4970013926333,893.6744928174488,892.897409728265]",892.897409728265,,,256.0,16.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/complete/grain2/all,1,5,"[5903.512605041521,5908.352941176412,5907.899159662086,5903.638655466147,5899.798319324432]",5903.638655466147,"[5903.568907564201,5932.9722690188855,5910.778991776414,5905.123529404239,5926.283193432272]",5910.778991776414,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/complete/grain2/masked25,1,5,"[1933.6946902641926,1934.5215707948075,1931.9911504417119,1932.699115045074,1935.099557523099]",1933.6946902641926,"[1933.7215155298982,1934.5425885329967,1932.012444698139,1932.7228982702175,1937.8531526429638]",1933.7215155298982,,,256.0,75.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/complete/grain2/sparse17,1,5,"[749.4620660098891,748.1215173595681,747.7303900552845,748.1150878691091,748.3540505788042]",748.1215173595681,"[750.3168666769628,748.1275182051475,747.7396056552303,748.1232319238591,748.6677025059239]",748.1275182051475,,,256.0,16.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/selected/grain1/all,1,5,"[8879.187817253844,8877.982233505953,8871.510152284181,8878.807106598513,8891.559644674242]",8878.807106598513,"[8879.271573614968,8878.091370354412,8871.606599263181,8878.90482218484,8891.67005065302]",8878.90482218484,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/selected/grain1/masked25,1,5,"[2738.473581211753,2739.0880626215394,2741.8199608610653,2736.516634051486,2741.5185909981446]",2739.0880626215394,"[2740.886888482495,2739.1178080901627,2741.853620302205,2736.5467710444527,2741.548336569665]",2740.886888482495,,,256.0,75.0,2400.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/selected/grain1/sparse17,1,5,"[778.8892606221888,781.2891714066446,778.6338797815922,780.0089216012651,781.0293297649653]",780.0089216012651,"[778.8977361680179,781.297646928702,778.6434705284845,780.0186238804667,781.0389204849162]",780.0186238804667,,,256.0,16.0,512.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/selected/grain2/all,1,5,"[6018.764044944551,6022.489196198949,6018.539325843257,6021.866897147324,6019.515989623742]",6019.515989623742,"[6018.830596483631,6030.88677610496,6018.605012712626,6021.941227544919,6019.590319732697]",6019.590319732697,,,256.0,256.0,8192.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/selected/grain2/masked25,1,5,"[1915.3804050369977,1913.363437328778,1916.1056376585068,1921.1603721942054,1914.6770662284082]",1915.3804050369977,"[1915.4014778638725,1913.384236536418,1919.0604815799566,1925.0566502209308,1914.6978653582657]",1915.4014778638725,,,256.0,75.0,2400.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/plain_tuple/union/selected/grain2/sparse17,1,5,"[672.78240873808,673.8880904476417,673.6447254956342,673.613107214626,674.5674044264555]",673.6447254956342,"[672.789786366551,673.8954680597737,674.2528504169671,676.8466034306838,674.5747820440338]",674.2528504169671,,,256.0,16.0,512.0,0.0,528.0,,,,,,,,,,
zen5,algebra/census-income/point_frame/intersection/complete/grain1/all,1,5,"[8998.5365853706,8996.713735558273,8996.392811297208,9001.848523753537,9000.641848529383]",8998.5365853706,"[8998.640564799007,8996.829268156165,8996.509628052878,9001.991013686098,9000.731707357507]",8998.640564799007,,,256.0,256.0,8192.0,544.0,496.0,,,,,,,,,,
zen5,algebra/census-income/point_frame/intersection/complete/grain1/masked25,1,5,"[2670.778875380224,2667.511398176187,2666.1816109401025,2666.4475683873197,2665.6003039497173]",2666.4475683873197,"[2670.8058511810805,2667.5417933937692,2666.2120060550988,2666.4783435616905,2665.6310790997914]",2666.4783435616905,,,256.0,75.0,8192.0,544.0,496.0,,,,,,,,,,
zen5,algebra/census-income/point_frame/intersection/complete/grain1/sparse17,1,5,"[823.4329933171105,828.457028960189,826.1648493380133,829.0420916866111,822.8373783562591]",826.1648493380133,"[823.442490326014,828.4676984537473,826.1743463544146,829.0504162091938,822.8468753726605]",826.1743463544146,,,256.0,16.0,8192.0,544.0,496.0,,,,,,,,,,
zen5,algebra/census-income/point_frame/intersection/complete/grain2/all,1,5,"[10230.948905111463,10208.058394166826,10205.985401460543,10200.408759130143,10201.021897804769]",10205.985401460543,"[10281.359124355135,10208.16204408532,10206.118248171304,10200.525546838602,10201.14014551777]",10206.118248171304,,,256.0,256.0,8192.0,544.0,496.0,,,,,,,,,,
zen5,algebra/census-income/point_frame/intersection/complete/grain2/masked25,1,5,"[3071.197368420542,3070.8859649109354,3069.736842105448,3068.3859649128844,3070.307017544475]",3070.307017544475,"[3071.232894750178,3074.8688595051867,3069.7723683228937,3068.4302630920447,3070.3381579960956]",3070.3381579960956,,,256.0,75.0,8192.0,544.0,496.0,,,,,,,,,,
zen5,algebra/census-income/point_frame/intersection/complete/grain2/sparse17,1,5,"[898.9356212101653,898.3821442394926,895.9811637202014,898.1047606760484,894.2071990712908]",898.1047606760484,"[898.9472326362738,901.3095084828466,895.990065762796,898.115210901518,894.2173913003525]",898.115210901518,,,256.0,16.0,8192.0,544.0,496.0,,,,,,,,,,
